date,campaign_id,campaign_name,channel,campaign_type,region,device,impressions,clicks,spend_gbp,conversions,revenue_gbp,new_customers,assisted_conversions,ctr,cpc_gbp,conversion_rate,cpa_gbp,roas,aov_gbp
2025-01-03,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Desktop,9232,413,299.67,29,3389.49,21,9,0.044735701906412476,0.7255932203389831,0.07021791767554479,10.33344827586207,11.310741815997597,116.87896551724137
2025-01-04,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,France,Mobile,7498,306,418.56,19,1629.71,9,9,0.04081088290210723,1.367843137254902,0.06209150326797386,22.029473684210526,3.8936114296636086,85.7742105263158
2025-01-05,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,9582,383,415.94,25,2563.53,11,6,0.039970778543101645,1.0860052219321148,0.06527415143603134,16.6376,6.163220656825504,102.5412
2025-01-06,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,Canada,Mobile,5478,195,207.32,9,1024.86,6,3,0.035596933187294635,1.063179487179487,0.046153846153846156,23.035555555555554,4.943372564152035,113.87333333333332
2025-01-07,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Desktop,14803,772,966.99,31,2955.86,23,11,0.052151590893737755,1.2525777202072539,0.04015544041450777,31.193225806451615,3.056763772117602,95.35032258064517
2025-01-08,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Desktop,10119,533,611.71,45,3513.62,25,10,0.05267318905030141,1.147673545966229,0.08442776735459662,13.593555555555556,5.743930947671282,78.08044444444444
2025-01-09,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,India,Desktop,6184,165,210.45,6,590.56,3,0,0.026681759379042692,1.2754545454545454,0.03636363636363636,35.074999999999996,2.806177239249228,98.42666666666666
2025-01-10,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,9818,300,293.62,18,1536.16,9,9,0.030556121409655735,0.9787333333333333,0.06,16.31222222222222,5.231796199168994,85.34222222222223
2025-01-11,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,US,Tablet,5482,204,266.68,17,1759.88,6,4,0.037212696096315216,1.3072549019607844,0.08333333333333333,15.687058823529412,6.59922003899805,103.52235294117648
2025-01-12,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,6593,325,345.0,21,1556.96,14,6,0.04929470650690126,1.0615384615384615,0.06461538461538462,16.428571428571427,4.512927536231884,74.14095238095238
2025-01-13,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Desktop,8156,458,607.54,32,2746.35,22,3,0.05615497793035802,1.3265065502183406,0.06986899563318777,18.985625,4.520443098396814,85.8234375
2025-01-14,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,France,Mobile,3456,209,344.56,6,736.83,3,2,0.060474537037037035,1.6486124401913875,0.028708133971291867,57.42666666666667,2.138466449965173,122.805
2025-01-15,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,India,Mobile,3237,187,245.1,9,984.14,5,5,0.057769539697250544,1.3106951871657753,0.0481283422459893,27.233333333333334,4.015259077927377,109.3488888888889
2025-01-16,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,US,Tablet,3832,220,301.49,2,198.74,1,1,0.05741127348643006,1.370409090909091,0.00909090909090909,150.745,0.6591926763740091,99.37
2025-01-17,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,US,Mobile,8682,400,399.15,24,2029.35,17,8,0.046072333563695,0.997875,0.06,16.631249999999998,5.084178880120255,84.55624999999999
2025-01-18,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,7925,398,568.1,17,1256.02,8,8,0.05022082018927445,1.427386934673367,0.04271356783919598,33.41764705882353,2.2109135715543036,73.8835294117647
2025-01-19,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,France,Mobile,12180,520,702.72,29,2804.02,15,14,0.042692939244663386,1.3513846153846154,0.05576923076923077,24.231724137931035,3.9902379326047357,96.6903448275862
2025-01-20,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,16490,1023,1345.88,49,3238.14,35,21,0.06203759854457247,1.315620723362659,0.047898338220918865,27.466938775510208,2.405964870567955,66.08448979591836
2025-01-21,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,US,Desktop,4531,95,102.13,8,689.63,4,5,0.020966674023394395,1.0750526315789473,0.08421052631578947,12.76625,6.752472339175561,86.20375
2025-01-22,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,Germany,Mobile,8385,364,474.29,11,1071.24,6,1,0.043410852713178294,1.3029945054945056,0.03021978021978022,43.11727272727273,2.258618145016762,97.38545454545455
2025-01-23,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,Canada,Mobile,6924,275,300.56,14,1437.74,8,3,0.03971692663200462,1.0929454545454547,0.05090909090909091,21.46857142857143,4.783537396859196,102.69571428571429
2025-01-24,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,Canada,Mobile,4291,131,193.94,4,453.77,1,2,0.030529014215800513,1.4804580152671756,0.030534351145038167,48.485,2.339744250799216,113.4425
2025-01-25,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,11679,278,358.26,10,978.42,5,5,0.0238034078260125,1.2887050359712229,0.03597122302158273,35.826,2.7310333277507954,97.842
2025-01-26,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,7034,362,396.07,31,2512.05,12,13,0.05146431617856127,1.0941160220994475,0.0856353591160221,12.776451612903225,6.342439467770849,81.03387096774195
2025-01-27,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,12057,482,449.41,33,2853.78,22,3,0.03997677697603052,0.9323858921161826,0.06846473029045644,13.618484848484849,6.350058966200129,86.47818181818182
2025-01-28,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,India,Mobile,9915,455,491.72,15,1108.68,9,6,0.04589006555723651,1.0807032967032968,0.03296703296703297,32.781333333333336,2.25469779549337,73.912
2025-01-29,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,Germany,Desktop,9486,423,518.22,30,3621.14,18,9,0.04459203036053131,1.2251063829787234,0.07092198581560284,17.274,6.987650032804599,120.70466666666667
2025-01-30,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,US,Mobile,8751,552,363.7,16,1114.32,5,8,0.06307850531367844,0.6588768115942029,0.028985507246376812,22.73125,3.063843827330217,69.645
2025-01-31,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,India,Mobile,7409,268,238.25,15,1436.61,6,3,0.036172222972061005,0.8889925373134329,0.055970149253731345,15.883333333333333,6.029842602308499,95.77399999999999
2025-02-01,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,16443,785,723.79,31,2479.62,19,9,0.04774067992458797,0.9220254777070063,0.03949044585987261,23.348064516129032,3.425883198165214,79.98774193548387
2025-02-02,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Desktop,7793,248,291.63,22,1378.78,13,11,0.03182343128448608,1.1759274193548388,0.08870967741935484,13.25590909090909,4.727840071323252,62.67181818181818
2025-02-03,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Desktop,6616,361,412.09,22,1408.31,8,3,0.054564691656590086,1.141523545706371,0.060941828254847646,18.731363636363636,3.417481618093135,64.01409090909091
2025-02-04,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Tablet,6217,335,365.05,24,2322.03,9,7,0.05388451021392955,1.0897014925373134,0.07164179104477612,15.210416666666667,6.360854677441447,96.75125000000001
2025-02-05,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Tablet,4157,213,151.44,5,416.58,2,2,0.05123887418811643,0.7109859154929578,0.023474178403755867,30.288,2.7507923930269413,83.316
2025-02-06,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,9087,317,268.74,4,289.76,1,0,0.0348850005502366,0.8477602523659307,0.012618296529968454,67.185,1.0782168638833072,72.44
2025-02-07,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,Germany,Mobile,6689,275,154.35,13,1461.24,5,2,0.041112273882493645,0.5612727272727273,0.04727272727272727,11.873076923076923,9.467055393586007,112.40307692307692
2025-02-08,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,India,Desktop,5746,326,372.31,19,1392.99,9,3,0.05673512008353637,1.1420552147239265,0.05828220858895705,19.59526315789474,3.741478875130939,73.31526315789473
2025-02-09,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,France,Mobile,12083,400,411.23,15,1257.93,9,6,0.033104361499627574,1.028075,0.0375,27.415333333333333,3.0589451158718965,83.86200000000001
2025-02-10,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,12637,600,808.59,21,1269.25,12,10,0.0474796233283216,1.34765,0.035,38.504285714285714,1.569707762895905,60.44047619047619
2025-02-11,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,US,Mobile,10787,508,692.2,37,2297.95,18,5,0.047093723926949105,1.3625984251968506,0.07283464566929133,18.70810810810811,3.3197775209477025,62.10675675675675
2025-02-12,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,US,Mobile,11307,362,393.98,25,1041.38,14,10,0.03201556557884496,1.088342541436464,0.06906077348066299,15.7592,2.6432306208436978,41.65520000000001
2025-02-13,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,10945,556,613.93,23,2569.57,15,4,0.05079945180447693,1.1041906474820142,0.04136690647482014,26.692608695652172,4.18544459466063,111.7204347826087
2025-02-14,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,US,Mobile,8990,522,626.46,14,941.19,9,5,0.05806451612903226,1.2001149425287356,0.02681992337164751,44.74714285714286,1.5023944066660282,67.22785714285715
2025-02-15,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Tablet,4396,155,220.62,10,940.12,4,4,0.03525932666060055,1.4233548387096775,0.06451612903225806,22.062,4.261263711358898,94.012
2025-02-16,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,11023,605,510.0,23,2566.77,8,5,0.05488523995282591,0.8429752066115702,0.03801652892561983,22.17391304347826,5.032882352941177,111.59869565217392
2025-02-17,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,US,Desktop,4994,219,307.03,21,1826.65,13,4,0.04385262314777733,1.4019634703196346,0.0958904109589041,14.62047619047619,5.949418623587272,86.98333333333333
2025-02-18,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,Canada,Mobile,10811,537,782.2,27,2067.4,11,14,0.049671630746461935,1.456610800744879,0.05027932960893855,28.97037037037037,2.6430580414216314,76.57037037037037
2025-02-19,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,India,Mobile,6578,316,350.42,15,1186.27,7,6,0.04803891760413499,1.1089240506329114,0.04746835443037975,23.361333333333334,3.385280520518235,79.08466666666666
2025-02-20,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,Canada,Mobile,5844,351,586.73,16,1674.96,8,5,0.060061601642710474,1.6715954415954417,0.045584045584045586,36.670625,2.85473727268079,104.685
2025-02-21,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,India,Desktop,4266,206,255.46,9,785.87,6,3,0.048288795124238164,1.2400970873786408,0.043689320388349516,28.384444444444444,3.0762937446175527,87.31888888888889
2025-02-22,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,US,Tablet,4326,203,241.48,9,865.55,4,3,0.04692556634304207,1.1895566502463053,0.04433497536945813,26.83111111111111,3.5843548119927116,96.17222222222222
2025-02-23,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,India,Mobile,10555,302,368.16,12,974.6,8,1,0.028612032212221698,1.2190728476821193,0.039735099337748346,30.680000000000003,2.647218600608431,81.21666666666667
2025-02-24,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,9877,517,680.87,23,2049.87,13,10,0.05234382909790422,1.316963249516441,0.04448742746615087,29.60304347826087,3.010662828440084,89.12478260869565
2025-02-25,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,25471,1126,909.62,67,8480.79,37,15,0.0442071375289545,0.8078330373001776,0.05950266429840142,13.576417910447761,9.323442756315826,126.57895522388061
2025-02-26,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,France,Mobile,12322,517,696.82,23,1712.38,15,5,0.04195747443596819,1.3478143133462284,0.04448742746615087,30.296521739130437,2.457420854740105,74.4513043478261
2025-02-27,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Desktop,9748,355,638.24,6,431.83,4,1,0.036417726713171936,1.7978591549295775,0.016901408450704224,106.37333333333333,0.6765950112810227,71.97166666666666
2025-02-28,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,India,Mobile,12841,553,781.11,21,1817.71,11,7,0.0430651818394206,1.41249547920434,0.0379746835443038,37.19571428571429,2.327085813777829,86.55761904761906
2025-03-01,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,10860,381,456.94,22,1216.63,10,6,0.03508287292817679,1.1993175853018372,0.05774278215223097,20.77,2.6625596358384036,55.30136363636364
2025-03-02,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,Germany,Desktop,7690,396,449.4,33,2621.33,14,4,0.05149544863459038,1.1348484848484848,0.08333333333333333,13.618181818181817,5.832955051179351,79.43424242424243
2025-03-03,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,Germany,Mobile,9667,449,531.98,22,1599.46,9,9,0.04644667425261198,1.1848106904231626,0.04899777282850779,24.180909090909093,3.006616790104891,72.70272727272727
2025-03-04,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,US,Mobile,9570,440,456.88,33,1576.65,12,13,0.04597701149425287,1.0383636363636364,0.075,13.844848484848484,3.4509061460339696,47.77727272727273
2025-03-05,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Desktop,6149,271,328.26,20,1539.91,14,8,0.044072206862904535,1.2112915129151292,0.07380073800738007,16.413,4.691128983123135,76.9955
2025-03-06,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,Germany,Mobile,7523,290,337.13,15,1051.09,6,4,0.038548451415658644,1.1625172413793103,0.05172413793103448,22.47533333333333,3.1177587280870878,70.07266666666666
2025-03-07,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,US,Mobile,10920,488,902.71,17,1577.88,7,3,0.04468864468864469,1.8498155737704918,0.03483606557377049,53.10058823529412,1.7479367681758262,92.8164705882353
2025-03-08,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Desktop,11967,600,568.9,45,2971.83,33,11,0.05013787916771121,0.9481666666666666,0.075,12.642222222222221,5.223817894181754,66.04066666666667
2025-03-09,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,Canada,Mobile,8231,331,470.94,13,1273.44,5,3,0.04021382578058559,1.4227794561933536,0.03927492447129909,36.22615384615385,2.7040387310485414,97.95692307692308
2025-03-10,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,9372,387,486.7,24,1257.7,9,3,0.041293213828425095,1.2576227390180879,0.06201550387596899,20.279166666666665,2.5841380727347443,52.40416666666667
2025-03-11,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,9460,321,504.55,8,472.95,5,3,0.0339323467230444,1.5718068535825545,0.024922118380062305,63.06875,0.9373699336042017,59.11875
2025-03-12,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,6377,335,393.47,27,1668.61,11,11,0.0525325388113533,1.1745373134328358,0.08059701492537313,14.572962962962963,4.2407553307749,61.800370370370366
2025-03-13,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,6418,342,412.94,12,896.79,5,3,0.05328762854471798,1.2074269005847953,0.03508771929824561,34.41166666666667,2.1717198624497507,74.7325
2025-03-14,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,Canada,Desktop,6676,289,373.89,9,897.35,4,3,0.0432893948472139,1.2937370242214532,0.031141868512110725,41.54333333333333,2.400037444168071,99.70555555555556
2025-03-15,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,10557,449,617.95,30,2598.74,13,3,0.04253102207066401,1.3762806236080178,0.066815144766147,20.598333333333336,4.205421150578525,86.62466666666666
2025-03-16,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,US,Desktop,7077,424,562.41,45,4065.95,22,9,0.059912392256605905,1.326438679245283,0.10613207547169812,12.498,7.229512277519959,90.35444444444444
2025-03-17,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,US,Desktop,3508,224,112.94,21,1742.91,9,9,0.06385404789053592,0.5041964285714285,0.09375,5.378095238095238,15.43217637683726,82.99571428571429
2025-03-18,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,11959,683,976.8,30,2894.82,17,7,0.057111798645371685,1.4301610541727672,0.043923865300146414,32.559999999999995,2.963574938574939,96.494
2025-03-19,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,India,Mobile,5593,332,583.63,24,1939.42,12,10,0.059359914178437334,1.757921686746988,0.07228915662650602,24.317916666666665,3.323030001884756,80.80916666666667
2025-03-20,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,Germany,Mobile,11695,380,474.56,17,1562.66,7,5,0.032492518170158184,1.248842105263158,0.04473684210526316,27.915294117647058,3.2928607552258935,91.92117647058824
2025-03-21,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,France,Mobile,4233,202,340.25,9,712.63,3,2,0.04772029293645169,1.6844059405940595,0.04455445544554455,37.80555555555556,2.09443056576047,79.18111111111111
2025-03-22,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Desktop,4569,155,152.37,11,962.15,5,3,0.03392427226964325,0.9830322580645161,0.07096774193548387,13.851818181818182,6.31456323423246,87.46818181818182
2025-03-23,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,France,Desktop,8630,408,492.02,33,1661.37,16,5,0.04727694090382387,1.2059313725490195,0.08088235294117647,14.909696969696968,3.3766310312588916,50.344545454545454
2025-03-24,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,US,Desktop,7610,223,244.11,20,1581.75,10,3,0.02930354796320631,1.0946636771300449,0.08968609865470852,12.2055,6.479660808651837,79.0875
2025-03-25,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,India,Desktop,7053,304,264.92,19,1386.25,9,8,0.04310222600311924,0.8714473684210526,0.0625,13.943157894736842,5.232711762041371,72.96052631578948
2025-03-26,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Tablet,5116,211,269.09,6,389.0,2,5,0.04124315871774824,1.2753080568720379,0.02843601895734597,44.84833333333333,1.4456129919357836,64.83333333333333
2025-03-27,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,Germany,Mobile,9532,425,493.1,16,1337.66,7,4,0.04458665547629039,1.160235294117647,0.03764705882352941,30.81875,2.712756033258974,83.60375
2025-03-28,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,Canada,Mobile,4281,166,199.93,8,400.71,4,2,0.03877598691894417,1.204397590361446,0.04819277108433735,24.99125,2.0042514880208073,50.08875
2025-03-29,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Mobile,10503,543,721.0,48,4628.57,27,15,0.05169951442445016,1.3278084714548803,0.08839779005524862,15.020833333333334,6.419653259361997,96.42854166666666
2025-03-30,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,UK,Desktop,12940,606,933.39,44,3131.3,32,13,0.04683153013910356,1.5402475247524752,0.07260726072607261,21.213409090909092,3.3547606038204827,71.1659090909091
2025-03-31,CMP-1003,Google Ads - Performance Max,Google Ads,Performance Max,Canada,Desktop,3470,146,137.58,9,766.98,6,4,0.04207492795389049,0.9423287671232877,0.06164383561643835,15.286666666666669,5.574792847797645,85.22
2025-01-01,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,UK,Mobile,12282,160,141.87,3,210.2,1,3,0.013027194268034522,0.8866875000000001,0.01875,47.29,1.481638119405089,70.06666666666666
2025-01-02,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,UK,Mobile,16641,313,208.21,7,426.03,5,4,0.018808965807343307,0.6652076677316294,0.022364217252396165,29.744285714285716,2.0461553239517793,60.86142857142857
2025-01-03,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,UK,Mobile,7513,107,64.65,5,232.27,3,2,0.01424198056701717,0.6042056074766355,0.04672897196261682,12.930000000000001,3.5927300850734722,46.454
2025-01-04,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,India,Desktop,4452,75,64.69,3,166.01,1,2,0.016846361185983826,0.8625333333333333,0.04,21.563333333333333,2.5662389859329107,55.336666666666666
2025-01-05,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,India,Desktop,8557,204,202.81,9,589.31,5,4,0.023840130886993105,0.9941666666666666,0.04411764705882353,22.534444444444446,2.9057245697943888,65.47888888888889
2025-01-06,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,UK,Mobile,14309,315,204.13,6,386.78,2,3,0.022014116989307428,0.6480317460317461,0.01904761904761905,34.02166666666667,1.894772938813501,64.46333333333332
2025-01-07,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,US,Desktop,11566,206,195.48,4,203.39,2,3,0.017810824831402387,0.9489320388349514,0.019417475728155338,48.87,1.040464497646818,50.8475
2025-01-08,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,UK,Mobile,5455,105,92.2,2,86.75,0,1,0.01924839596700275,0.8780952380952382,0.01904761904761905,46.1,0.9408893709327548,43.375
2025-01-09,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,France,Mobile,7721,108,64.01,0,0.0,0,2,0.013987825411216164,0.5926851851851852,0.0,0.0,0.0,0.0
2025-01-10,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,UK,Mobile,19662,264,200.32,5,290.0,3,1,0.013426914861153494,0.7587878787878788,0.01893939393939394,40.064,1.4476837060702876,58.0
2025-01-11,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,Germany,Mobile,8545,181,148.74,3,226.88,1,4,0.02118197776477472,0.8217679558011051,0.016574585635359115,49.580000000000005,1.5253462417641521,75.62666666666667
2025-01-12,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,UK,Mobile,11271,261,188.45,5,141.94,2,1,0.023156774021825925,0.7220306513409961,0.019157088122605363,37.69,0.75319713451844,28.387999999999998
2025-01-13,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,UK,Mobile,12049,218,254.84,6,435.82,4,3,0.018092787783218524,1.1689908256880734,0.027522935779816515,42.473333333333336,1.7101710877413279,72.63666666666667
2025-01-14,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,Canada,Mobile,7832,98,72.74,4,288.93,2,3,0.01251276813074566,0.7422448979591836,0.04081632653061224,18.185,3.9720923838328295,72.2325
2025-01-15,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,India,Mobile,8458,167,176.41,3,228.68,1,0,0.019744620477654292,1.0563473053892216,0.017964071856287425,58.803333333333335,1.296298395782552,76.22666666666667
2025-01-16,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,UK,Desktop,8107,156,55.95,7,430.02,5,3,0.01924262982607623,0.35865384615384616,0.04487179487179487,7.992857142857143,7.685790884718498,61.43142857142857
2025-01-17,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,US,Mobile,13452,231,121.5,11,852.24,7,7,0.017172167707404103,0.525974025974026,0.047619047619047616,11.045454545454545,7.014320987654321,77.47636363636364
2025-01-18,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,France,Tablet,4604,89,79.22,5,422.71,3,4,0.019331016507384884,0.8901123595505618,0.056179775280898875,15.844,5.33590002524615,84.542
2025-01-19,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,India,Desktop,9609,185,188.36,7,455.12,4,3,0.019252783848475386,1.0181621621621622,0.03783783783783784,26.90857142857143,2.4162242514334253,65.01714285714286
2025-01-20,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,Germany,Mobile,4779,123,66.86,4,246.03,2,1,0.02573760200878845,0.5435772357723577,0.032520325203252036,16.715,3.6797786419383787,61.5075
2025-01-21,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,US,Mobile,8025,110,129.32,1,52.04,0,1,0.013707165109034268,1.1756363636363636,0.00909090909090909,129.32,0.4024126198577173,52.04
2025-01-22,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,India,Mobile,10383,173,187.97,5,199.28,3,3,0.016661851102764132,1.0865317919075144,0.028901734104046242,37.594,1.0601691759323297,39.856
2025-01-23,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,India,Mobile,5719,103,83.82,5,241.36,3,2,0.01801014163315265,0.8137864077669902,0.04854368932038835,16.764,2.8795036984013365,48.272000000000006
2025-01-24,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,Germany,Mobile,4539,92,82.45,2,140.88,1,5,0.02026878166997136,0.8961956521739131,0.021739130434782608,41.225,1.7086719223771982,70.44
2025-01-25,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,UK,Mobile,13641,279,272.89,7,433.12,4,4,0.020453045964372113,0.978100358422939,0.025089605734767026,38.98428571428571,1.5871596614020302,61.87428571428571
2025-01-26,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,Germany,Desktop,12165,174,113.66,4,229.35,1,1,0.014303329223181258,0.6532183908045976,0.022988505747126436,28.415,2.0178602850607072,57.3375
2025-01-27,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,UK,Mobile,19373,326,280.2,1,78.03,0,1,0.01682754348836009,0.8595092024539877,0.003067484662576687,280.2,0.2784796573875803,78.03
2025-01-28,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,France,Mobile,5669,84,67.0,0,0.0,0,2,0.014817428117833834,0.7976190476190477,0.0,0.0,0.0,0.0
2025-01-29,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,UK,Tablet,8023,170,92.98,6,368.25,3,2,0.021189081391000873,0.5469411764705883,0.03529411764705882,15.496666666666668,3.9605291460529144,61.375
2025-01-30,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,UK,Desktop,11534,211,217.41,5,304.86,2,3,0.01829374024622854,1.0303791469194312,0.023696682464454975,43.482,1.402235407754933,60.972
2025-01-31,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,UK,Desktop,7944,119,100.13,2,154.46,1,3,0.014979859013091642,0.8414285714285714,0.01680672268907563,50.065,1.5425946269849198,77.23
2025-02-01,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,UK,Mobile,4965,57,45.86,1,65.6,0,2,0.011480362537764351,0.8045614035087719,0.017543859649122806,45.86,1.4304404709986915,65.6
2025-02-02,CMP-1004,Meta Ads - Prospecting,Meta Ads,Prospecting,Canada,Mobile,11871,190,133.93,3,176.3,2,2,0.016005391289697583,0.7048947368421054,0.015789473684210527,44.64333333333334,1.3163592921675502,58.76666666666667
